"","date","location","continent","total_deaths_per_million","new_deaths","total_vaccinations","people_fully_vaccinated","people_vaccinated","total_tests_per_thousand","gdp_per_capita","extreme_poverty","smoker_total","male_smokers","female_smokers","population","population_density","stringency_index","diabetes_prevalence"
"3526",2021-04-24,"Latvia","Europe",1125.375,7,268548,40091,228508,1159.042,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3527",2021-04-25,"Latvia","Europe",1125.91,1,269954,40131,229874,1161.955,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3528",2021-04-26,"Latvia","Europe",1128.053,4,274569,42062,232558,1163.809,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3529",2021-04-27,"Latvia","Europe",1130.195,4,282127,44979,237274,1174.496,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3530",2021-04-28,"Latvia","Europe",1134.48,8,296913,48677,248474,1184.511,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3531",2021-04-29,"Latvia","Europe",1138.23,7,311349,52769,258867,1194.164,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3532",2021-04-30,"Latvia","Europe",1141.444,6,322934,55442,267861,1202.988,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3533",2021-05-01,"Latvia","Europe",1145.729,8,329804,55962,274213,1209.757,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3534",2021-05-02,"Latvia","Europe",1148.407,5,331424,56004,275802,1211.673,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3535",2021-05-03,"Latvia","Europe",1153.763,10,334411,56928,277866,1213.05,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3536",2021-05-04,"Latvia","Europe",1156.442,5,343255,57091,286551,1216.005,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3537",2021-05-05,"Latvia","Europe",1160.191,7,360024,64384,296161,1218.085,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3538",2021-05-06,"Latvia","Europe",1166.619,12,381747,72693,309743,1230.861,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3539",2021-05-07,"Latvia","Europe",1176.796,19,401805,81065,321596,1240.777,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3540",2021-05-08,"Latvia","Europe",1182.688,11,414137,83397,331644,1250.79,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3541",2021-05-09,"Latvia","Europe",1184.83,4,415779,83780,332985,1260.842,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3542",2021-05-10,"Latvia","Europe",1185.366,1,425297,88390,338020,1263.932,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3543",2021-05-11,"Latvia","Europe",1187.509,4,443338,93833,350898,1273.551,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3544",2021-05-12,"Latvia","Europe",1190.722,6,465992,101070,366718,1281.373,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3545",2021-05-13,"Latvia","Europe",1199.828,17,488193,108588,381800,1290.166,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3546",2021-05-14,"Latvia","Europe",1204.113,8,509810,118926,393642,1298.283,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3547",2021-05-15,"Latvia","Europe",1208.934,9,523160,124595,401416,1306.082,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3548",2021-05-16,"Latvia","Europe",1213.755,9,528221,125631,405462,1309.076,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3549",2021-05-17,"Latvia","Europe",1215.362,3,540071,130627,412696,1311.278,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3550",2021-05-18,"Latvia","Europe",1221.254,11,557083,137970,423301,1321.184,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3551",2021-05-19,"Latvia","Europe",1230.895,18,579653,152327,432790,1329.073,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3552",2021-05-20,"Latvia","Europe",1232.502,3,600687,166774,440674,1337.935,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3553",2021-05-21,"Latvia","Europe",1236.787,8,621150,178774,451097,1346.215,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3554",2021-05-22,"Latvia","Europe",1244.286,14,633586,186601,456811,1353.768,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3555",2021-05-23,"Latvia","Europe",1245.893,3,636445,188593,457892,1356.308,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3556",2021-05-24,"Latvia","Europe",1246.964,2,648526,195496,464167,1358.396,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3557",2021-05-25,"Latvia","Europe",1254.463,14,669133,210269,471122,1367.214,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3558",2021-05-26,"Latvia","Europe",1257.677,6,691114,225326,479065,1374.065,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3559",2021-05-27,"Latvia","Europe",1261.426,7,713100,242512,484793,1381.302,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3560",2021-05-28,"Latvia","Europe",1263.569,4,737914,258226,495325,1389.267,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3561",2021-05-29,"Latvia","Europe",1269.461,11,749824,266660,500452,1395.121,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3562",2021-05-30,"Latvia","Europe",1269.461,0,753984,268803,503206,1397.466,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3563",2021-05-31,"Latvia","Europe",1272.675,6,767049,276878,509256,1399.232,25063.846,0.7,76.6,51,25.6,1866934,31.212,56.48,4.91
"3564",2021-06-01,"Latvia","Europe",1274.282,3,788382,292027,516392,1407.023,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3565",2021-06-02,"Latvia","Europe",1278.031,7,810427,310772,521151,1412.608,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3566",2021-06-03,"Latvia","Europe",1281.245,6,832364,329192,525750,1418.864,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3567",2021-06-04,"Latvia","Europe",1286.601,10,852379,344111,532660,1424.635,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3568",2021-06-05,"Latvia","Europe",1289.28,5,863666,353012,536085,1429.652,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3569",2021-06-06,"Latvia","Europe",1292.493,6,868906,357919,537499,1432.703,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3570",2021-06-07,"Latvia","Europe",1292.493,0,883783,367826,543511,1434.253,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3571",2021-06-08,"Latvia","Europe",1297.85,10,901919,381917,548967,1441.095,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3572",2021-06-09,"Latvia","Europe",1300.528,5,920302,395274,555209,1447.956,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3573",2021-06-10,"Latvia","Europe",1308.563,15,937346,407856,561272,1453.356,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3574",2021-06-11,"Latvia","Europe",1311.776,6,954732,420976,567101,1458.906,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3575",2021-06-12,"Latvia","Europe",1312.848,2,963024,426148,571522,1463.556,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3576",2021-06-13,"Latvia","Europe",1315.526,5,964679,426976,572812,1467.02,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3577",2021-06-14,"Latvia","Europe",1315.526,0,975082,434656,576432,1468.846,25063.846,0.7,76.6,51,25.6,1866934,31.212,50,4.91
"3578",2021-06-15,"Latvia","Europe",1319.811,8,988091,444821,580946,1474.98,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3579",2021-06-16,"Latvia","Europe",1325.703,11,1004049,456704,586621,1479.829,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3580",2021-06-17,"Latvia","Europe",1329.452,7,1017364,466121,592179,1484.995,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3581",2021-06-18,"Latvia","Europe",1331.059,3,1034729,479778,597899,1490.309,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3582",2021-06-19,"Latvia","Europe",1335.344,8,1043248,486230,601457,1494.798,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3583",2021-06-20,"Latvia","Europe",1336.951,3,1046751,489363,602488,1497.489,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3584",2021-06-21,"Latvia","Europe",1336.951,0,1059307,499828,606103,1499.181,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3585",2021-06-22,"Latvia","Europe",1337.487,1,1069706,508517,609109,1503.644,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3586",2021-06-23,"Latvia","Europe",1337.487,0,1070085,508771,609362,1506.767,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3587",2021-06-24,"Latvia","Europe",1339.094,3,1070208,508856,609414,1507.97,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3588",2021-06-25,"Latvia","Europe",1339.63,1,1073247,511417,610220,1509.234,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3589",2021-06-26,"Latvia","Europe",1340.701,2,1076493,513999,611495,1512.09,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3590",2021-06-27,"Latvia","Europe",1340.701,0,1078804,516067,612209,1516.335,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3591",2021-06-28,"Latvia","Europe",1340.701,0,1094356,529603,615539,1518.49,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3592",2021-06-29,"Latvia","Europe",1343.379,5,1108836,540875,620608,1524.601,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3593",2021-06-30,"Latvia","Europe",1346.057,5,1123596,552638,625534,1529.258,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3594",2021-07-01,"Latvia","Europe",1349.807,7,1135400,561354,630286,1533.845,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3595",2021-07-02,"Latvia","Europe",1353.021,6,1147863,570666,635409,1537.915,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3596",2021-07-03,"Latvia","Europe",1353.021,0,1156518,577734,638585,1543.028,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3597",2021-07-04,"Latvia","Europe",1354.092,2,1158754,579385,640003,1547.001,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3598",2021-07-05,"Latvia","Europe",1354.092,0,1166503,584585,644095,1548.852,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3599",2021-07-06,"Latvia","Europe",1355.699,3,1175418,590758,648892,1553.568,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3600",2021-07-07,"Latvia","Europe",1357.306,3,1185620,598106,654295,1557.259,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3601",2021-07-08,"Latvia","Europe",1357.841,1,1194335,604356,658753,1560.847,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3602",2021-07-09,"Latvia","Europe",1358.377,1,1205678,612889,664097,1564.582,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3603",2021-07-10,"Latvia","Europe",1358.377,0,1213730,619655,667016,1569.437,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3604",2021-07-11,"Latvia","Europe",1358.377,0,1215807,621212,668455,1573.137,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3605",2021-07-12,"Latvia","Europe",1358.377,0,1222316,625811,672033,1575.066,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3606",2021-07-13,"Latvia","Europe",1359.448,2,1228999,630155,676510,1579.557,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3607",2021-07-14,"Latvia","Europe",1360.519,2,1234920,633556,681364,1583.397,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3608",2021-07-15,"Latvia","Europe",1361.591,2,1239748,636113,685325,1586.959,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3609",2021-07-16,"Latvia","Europe",1361.591,0,1245458,639140,689959,1591.072,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3610",2021-07-17,"Latvia","Europe",1362.126,1,1249127,641413,692939,1596.338,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3611",2021-07-18,"Latvia","Europe",1362.126,0,1250403,642212,693834,1600.26,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3612",2021-07-19,"Latvia","Europe",1362.662,1,1255521,645416,696941,1602.036,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3613",2021-07-20,"Latvia","Europe",1364.805,4,1262346,649512,700941,1606.291,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3614",2021-07-21,"Latvia","Europe",1365.876,2,1269757,653993,705314,1609.918,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3615",2021-07-22,"Latvia","Europe",1365.876,0,1276332,658143,708974,1613.549,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3616",2021-07-23,"Latvia","Europe",1365.876,0,1282645,661772,712641,1617.826,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3617",2021-07-24,"Latvia","Europe",1365.876,0,1287398,664458,715772,1623.49,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3618",2021-07-25,"Latvia","Europe",1365.876,0,1288775,665309,716558,1627.194,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3619",2021-07-26,"Latvia","Europe",1365.876,0,1294501,668784,719441,1629.005,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3620",2021-07-27,"Latvia","Europe",1366.947,2,1300789,672236,722880,1633.345,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3621",2021-07-28,"Latvia","Europe",1368.018,2,1307764,676146,726558,1637.031,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3622",2021-07-29,"Latvia","Europe",1368.018,0,1313305,679092,729783,1640.766,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3623",2021-07-30,"Latvia","Europe",1369.09,2,1320233,682778,733577,1644.681,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3624",2021-07-31,"Latvia","Europe",1369.09,0,1324091,684764,736113,1650.735,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3625",2021-08-01,"Latvia","Europe",1369.09,0,1325520,685586,737050,1655.196,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3626",2021-08-02,"Latvia","Europe",1369.09,0,1330407,688161,740024,1657.231,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3627",2021-08-03,"Latvia","Europe",1369.09,0,1336790,691780,743705,1661.859,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3628",2021-08-04,"Latvia","Europe",1370.161,2,1343344,695160,747703,1665.656,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3629",2021-08-05,"Latvia","Europe",1370.161,0,1348579,697706,750895,1669.139,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3630",2021-08-06,"Latvia","Europe",1370.697,1,1355156,701112,754891,1673.095,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3631",2021-08-07,"Latvia","Europe",1370.697,0,1359311,703753,757751,1678.58,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3632",2021-08-08,"Latvia","Europe",1370.697,0,1360427,704390,758527,1683.133,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3633",2021-08-09,"Latvia","Europe",1370.697,0,1365199,706715,761264,1685.065,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3634",2021-08-10,"Latvia","Europe",1371.768,2,1371198,709861,764603,1689.799,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3635",2021-08-11,"Latvia","Europe",1371.768,0,1378742,713352,769256,1693.865,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3636",2021-08-12,"Latvia","Europe",1371.768,0,1384072,715847,772389,1698.021,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3637",2021-08-13,"Latvia","Europe",1371.768,0,1390641,718826,776419,1702.378,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3638",2021-08-14,"Latvia","Europe",1371.768,0,1394551,720711,778758,1708.315,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3639",2021-08-15,"Latvia","Europe",1371.768,0,1395820,721379,779449,1712.756,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3640",2021-08-16,"Latvia","Europe",1372.839,2,1400615,723765,782072,1715.09,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3641",2021-08-17,"Latvia","Europe",1373.91,2,1406651,726943,785235,1720.571,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3642",2021-08-18,"Latvia","Europe",1374.446,1,1414039,730394,789794,1725.144,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3643",2021-08-19,"Latvia","Europe",1374.982,1,1419732,733201,793097,1729.361,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3644",2021-08-20,"Latvia","Europe",1375.517,1,1426790,736747,797142,1734.306,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3645",2021-08-21,"Latvia","Europe",1375.517,0,1430549,738638,799305,1740.081,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3646",2021-08-22,"Latvia","Europe",1376.053,1,1431842,739242,800055,1744.212,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3647",2021-08-23,"Latvia","Europe",1376.053,0,1437120,741965,802926,1746.168,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3648",2021-08-24,"Latvia","Europe",1376.053,0,1443251,744921,806544,1751.479,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3649",2021-08-25,"Latvia","Europe",1376.589,1,1450044,748401,810192,1758.149,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3650",2021-08-26,"Latvia","Europe",1377.124,1,1455596,751087,813317,1770.842,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3651",2021-08-27,"Latvia","Europe",1378.195,2,1462892,754633,817595,1788.741,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3652",2021-08-28,"Latvia","Europe",1378.195,0,1466348,756179,819614,1809.905,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3653",2021-08-29,"Latvia","Europe",1378.195,0,1467506,756668,820303,1824.526,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3654",2021-08-30,"Latvia","Europe",1378.195,0,1473365,759744,823424,1834.782,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3655",2021-08-31,"Latvia","Europe",1380.874,5,1479553,762687,826963,1856.909,25063.846,0.7,76.6,51,25.6,1866934,31.212,41.67,4.91
"3656",2021-09-01,"Latvia","Europe",1381.409,1,1485321,765969,829606,1886.356,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3657",2021-09-02,"Latvia","Europe",1381.945,1,1490721,768731,832475,1898.109,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3658",2021-09-03,"Latvia","Europe",1384.087,4,1497233,772232,835643,1912.55,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3659",2021-09-04,"Latvia","Europe",1384.087,0,1500799,774256,837231,1937.611,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3660",2021-09-05,"Latvia","Europe",1384.623,1,1501811,774741,837763,1944.499,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3661",2021-09-06,"Latvia","Europe",1386.23,3,1506194,776977,839976,1948.611,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3662",2021-09-07,"Latvia","Europe",1388.373,4,1511248,779363,842745,1972.927,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3663",2021-09-08,"Latvia","Europe",1389.98,3,1518243,783231,846024,2001.091,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3664",2021-09-09,"Latvia","Europe",1391.586,3,1524049,786207,849026,2023.828,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3665",2021-09-10,"Latvia","Europe",1393.729,4,1530703,789705,852413,2047.46,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3666",2021-09-11,"Latvia","Europe",1396.407,5,1533609,791207,853841,2069.41,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3667",2021-09-12,"Latvia","Europe",1397.478,2,1534644,791647,854444,2075,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3668",2021-09-13,"Latvia","Europe",1399.621,4,1539329,794386,856462,2082.823,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3669",2021-09-14,"Latvia","Europe",1403.906,8,1544522,797112,859011,2105.966,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3670",2021-09-15,"Latvia","Europe",1407.656,7,1550636,800437,861918,2129.757,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3671",2021-09-16,"Latvia","Europe",1409.798,4,1556433,803559,864886,2147.388,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3672",2021-09-17,"Latvia","Europe",1411.405,3,1563776,807871,868628,2166.193,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3673",2021-09-18,"Latvia","Europe",1414.083,5,1568024,810641,871194,2184.485,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3674",2021-09-19,"Latvia","Europe",1414.083,0,1569085,811316,871661,2191.606,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3675",2021-09-20,"Latvia","Europe",1416.761,5,1574146,814408,874056,2194.169,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3676",2021-09-21,"Latvia","Europe",1423.725,13,1580510,818268,877231,2207.301,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3677",2021-09-22,"Latvia","Europe",1427.474,7,1587087,821560,881260,2221.879,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3678",2021-09-23,"Latvia","Europe",1429.617,4,1594067,825938,885716,2236.197,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3679",2021-09-24,"Latvia","Europe",1432.831,6,1603141,832038,891822,2249.954,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3680",2021-09-25,"Latvia","Europe",1436.58,7,1609154,836429,896242,2266.337,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3681",2021-09-26,"Latvia","Europe",1437.651,2,1610834,837604,897344,2273.36,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3682",2021-09-27,"Latvia","Europe",1440.329,5,1617321,841940,901635,2275.939,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3683",2021-09-28,"Latvia","Europe",1446.221,11,1623874,846364,905809,2289.813,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3684",2021-09-29,"Latvia","Europe",1449.435,6,1631840,851635,910854,2305.025,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3685",2021-09-30,"Latvia","Europe",1455.327,11,1640009,857459,916335,2320.259,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3686",2021-10-01,"Latvia","Europe",1457.47,4,1648771,863540,922086,2333.897,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3687",2021-10-02,"Latvia","Europe",1462.826,10,1653451,866723,925476,2344.961,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3688",2021-10-03,"Latvia","Europe",1468.183,10,1655519,868129,926992,2349.822,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3689",2021-10-04,"Latvia","Europe",1469.254,2,1661189,871855,930700,2352.629,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3690",2021-10-05,"Latvia","Europe",1476.753,14,1668393,876456,935439,2360.869,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3691",2021-10-06,"Latvia","Europe",1485.323,16,1676536,881460,940864,2372.559,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3692",2021-10-07,"Latvia","Europe",1490.679,10,1683968,885884,945944,2383.234,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3693",2021-10-08,"Latvia","Europe",1492.822,4,1694557,891988,953490,2393.086,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3694",2021-10-09,"Latvia","Europe",1496.571,7,1702545,896854,960013,2402.648,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3695",2021-10-10,"Latvia","Europe",1500.321,7,1705968,898797,962909,2410.471,25063.846,0.7,76.6,51,25.6,1866934,31.212,37.96,4.91
"3696",2021-10-11,"Latvia","Europe",1502.999,5,1714853,903601,970007,2414.675,25063.846,0.7,76.6,51,25.6,1866934,31.212,47.22,4.91
"3697",2021-10-12,"Latvia","Europe",1509.962,13,1726423,909535,979347,2423.047,25063.846,0.7,76.6,51,25.6,1866934,31.212,47.22,4.91
"3698",2021-10-13,"Latvia","Europe",1519.068,17,1740375,916461,990185,2434.686,25063.846,0.7,76.6,51,25.6,1866934,31.212,47.22,4.91
"3699",2021-10-14,"Latvia","Europe",1530.317,21,1754152,923478,1001420,2446.205,25063.846,0.7,76.6,51,25.6,1866934,31.212,47.22,4.91
"3700",2021-10-15,"Latvia","Europe",1536.744,12,1771347,931879,1015953,2456.944,25063.846,0.7,76.6,51,25.6,1866934,31.212,47.22,4.91
"3701",2021-10-16,"Latvia","Europe",1543.172,12,1783856,938133,1026949,2469.701,25063.846,0.7,76.6,51,25.6,1866934,31.212,47.22,4.91
"3702",2021-10-17,"Latvia","Europe",1547.993,9,1788779,940142,1031427,2478.256,25063.846,0.7,76.6,51,25.6,1866934,31.212,47.22,4.91
"3703",2021-10-18,"Latvia","Europe",1551.742,7,1801565,945947,1042115,2482.736,25063.846,0.7,76.6,51,25.6,1866934,31.212,47.22,4.91
